taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette	mis_context_mean	mis_context_sd	mis_context_min	mis_context_max	mis_context_weight_sum	mis_context_core_count	mis_context_glacial_fraction	mis_context_class
S__3300001683_28	prev_5	mi_aracne	M2	-0.64237577	0.52988756	-3.2208743	1.6118045	0.0	2	0.727821946144104	4.174608938522474	0.4325205486214432	3.120315	5.01406	100461.52423913046	4	0.6675009582378264	glacial_like
S__3300006311_3	prev_5	mi_aracne	M1	0.8587722	-1.1699039	7.2407126	0.8755915	0.0	2	0.727821946144104	4.1478993391963055	0.42679949998583033	3.120315	5.01406	388727.7399024528	4	0.6504346118728134	glacial_like
S__3300020187_18	prev_5	mi_aracne	M2	-0.5992818	0.900702	-3.475585	2.207666	0.0	2	0.727821946144104	4.158155660918564	0.4270563289080225	3.120315	5.01406	130370.46433667786	4	0.6582345741010134	glacial_like
S__3300020263_16	prev_5	mi_aracne	M1	1.0290076	-1.187515	7.237371	0.19983903	0.0	2	0.727821946144104	4.16754390149205	0.43090117943042877	3.120315	5.01406	451190.2169286506	4	0.6631473752723425	glacial_like
S__3300020300_16	prev_5	mi_aracne	M1	1.0249004	-1.3300494	6.930212	0.44598874	0.0	2	0.727821946144104	4.172061120190057	0.4335424001334638	3.120315	5.01406	300323.2851867336	4	0.6650004864497343	glacial_like
S__3300020303_2	prev_5	mi_aracne	M2	-0.8607135	0.13493729	-3.41392	0.012660287	0.0	2	0.727821946144104	4.176493187366538	0.4307692232159008	3.203925	5.01406	22286.197463768083	2	0.6699264126647569	glacial_like
S__3300020317_19	prev_5	mi_aracne	M2	-0.86910135	-0.21084955	-2.7535443	-0.78716016	0.0	2	0.727821946144104	4.235061505083784	0.4428354128201381	3.203925	5.01406	37761.74891304353	2	0.7039747980537816	glacial_like
S__3300020330_9	prev_5	mi_aracne	M1	1.256743	-1.2966568	7.250126	0.054796267	0.0	2	0.727821946144104	4.131795853460939	0.4207105448835348	3.120315	5.01406	216715.80171962088	4	0.6411711878811341	glacial_like
S__3300020364_17	prev_5	mi_aracne	M2	-1.1325144	0.26694223	-2.3771951	1.4120308	0.0	2	0.727821946144104	4.173831445165464	0.43638302630628395	3.120315	5.01406	26904.547892976567	3	0.6646462608598125	glacial_like
S__3300020389_47	prev_5	mi_aracne	M2	-0.79472315	-0.09129971	-2.3226602	-0.4277851	0.0	2	0.727821946144104	4.167704421388577	0.4282386518325312	3.203925	5.01406	20087.586775362353	2	0.6648171094992428	glacial_like
