threshold	method	site	taxon	sites_present	assignment_entropy	consensus_module	module_prob_1	module_prob_2	module_prob_3	module_prob_4	module_prob_5	module_prob_6	module_prob_7	module_prob_8	module_prob_9	module_prob_10	module_prob_11	module_prob_12	module_prob_13	module_prob_14	module_prob_15	module_prob_16	module_prob_17
prev_5	pearson	ST8	S__3300001683_28	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300006311_3	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020187_18	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020263_16	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020300_16	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020303_2	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020317_19	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020330_9	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020364_17	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020389_47	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300020444_12	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024058_12	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300024058_15	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024058_22	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024060_27	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024353_106	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024429_35	1	2.83158802986145	M7	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300024431_33	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024431_52	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024516_13	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024516_18	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024516_26	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300024516_38	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300025232_4	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300025243_6	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300025276_12	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300025690_38	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300025894_53	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026080_15	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026087_14	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026119_12	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026253_28	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026253_8	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026264_29	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300026264_34	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300027668_18	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027685_58	3	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300027687_20	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027752_17	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027771_26	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027779_22	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027779_26	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027779_27	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027791_27	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027801_7	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027827_16	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027844_72	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027844_79	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027847_80	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__3300027883_17	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__3300027997_10	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_000213395.2	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_000383355.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_000402075.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_001437625.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_001542995.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_001543015.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_002082295.1	3	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_002168195.1	1	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002295725.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002313235.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002317795.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_002335045.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002457605.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002499015.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002499365.1	1	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002701645.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_002713705.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_003229345.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_003331785.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_003526595.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_003545625.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_003672175.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_004195625.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_004356105.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_004356405.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_004356455.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_004356805.1	2	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_004356825.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_004356895.1	4	3.3105676219673803e-41	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1981101869977186e-42	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_008638035.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_008974855.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_008975185.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_009392475.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_009937205.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_011055585.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_012960805.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_012964335.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_012964845.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_012974305.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_012974425.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_013203245.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_013215285.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_013390475.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_013390745.1	2	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_013911135.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_014238785.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_014384445.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_014384505.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_015492195.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_015659035.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_015659595.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_016276965.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_016777225.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_016777365.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_016838795.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_016838825.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_016838845.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_017368835.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_017854145.1	4	2.83158802986145	M15	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.056737855076789856	0.06094271317124367	0.06740493327379227	0.06455733627080917	0.056737855076789856	0.057167213410139084	0.056737855076789856	0.056737855076789856	0.06357653439044952	0.056737855076789856	0.06223491206765175	0.056737855076789856	0.056737855076789856
prev_5	pearson	ST8	S__GCA_018656365.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_018673385.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_018830725.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_019057915.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_902512375.1	4	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_902514095.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_902608305.1	2	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
prev_5	pearson	ST8	S__GCA_905181585.1	3	-0.0	M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
